,name,url_key,title,brand,description,model,product_category,thumb_url,small_image_url,highest_bid_amount,highest_bid_updated_at,lowest_ask_amount,lowest_ask_updated_at,express_expedited_count,express_standard_count,express_standard_lowest_amount,annual_avg_price,annual_volatility,annual_sales_count,annual_price_premium,last72h_sales_count,last_sale_amount,release_date
20,Black Cement (2024),air-jordan-3-retro-black-cement-2024,Jordan 3 Retro OG Black Cement (2024),Jordan,"The Jordan 3 Retro OG Black Cement (2024) is one of the most hyped and sought after sneakers of 2024, making it one of the hottest drops of the holiday season. <br><br> Originally making it's debut in 1988, this colorway has become iconic in the sneaker community and is one of the most timeless designs in the entire Jordan Brand line.These sneakers famously made their debut on Jordan's feet during the 1988 All-Star Game. The Black Cement 3s last released as a retro in 2018. <br><br> The Jordan 3 Retro OG Black Cement released on November 23rd, 2024, for a retail price of $220. Our experts love the Black Cement 3s due to their storied history and iconic color blocking, making them one of the most classic sneakers in the history of sneakerhead culture.",Jordan 3 Retro OG,sneakers,https://images.stockx.com/images/Air-Jordan-3-Retro-Black-Cement-Reimagined-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/images/Air-Jordan-3-Retro-Black-Cement-Reimagined-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,201.0,2025-02-23T19:01:15Z,174.0,2025-02-25T06:58:19Z,135,315,183.0,201,0.087868,30160,-0.1,308,189,2024-11-23
21,Fear (2024),air-jordan-4-retro-fear-2024,Jordan 4 Retro Fear (2024),Jordan,"The Jordan 4 Retro Fear (2024) marks the return of one of the most anticipated releases from the Fear Pack. Originally released in 2013, the Fear Pack was designed to explore Michael Jordan’s fear of failure and his drive to overcome it. The Jordan 4 Fear stood out from the pack with its sleek black, anthracite, and pure platinum color scheme, giving the iconic silhouette a bold, edgy look. The signature flight patch on the tongue, a hallmark of the Jordan 4, emphasizes the model’s connection to MJ’s legacy and impact both on and off the court.<br><br>Crafted with a mix of premium leather and nubuck, the Jordan 4 Fear offers a perfect blend of durability and style. Its visible Air cushioning unit provides superior comfort, while the supportive design ensures the sneaker’s performance capabilities match its striking appearance. The muted black and grey tones are contrasted with white accents, making this one of the most versatile and stylish sneakers in the Jordan lineup. The Jordan 4 continues to rise in popularity, cementing its place as a fan favorite among sneakerheads.<br><br>Released on November 9, 2024, the Jordan 4 Retro Fear retailed for $215. With its timeless design and connection to Jordan’s storied legacy, this sneaker is a must-have for collectors and fashion enthusiasts alike, making it one of the most sought-after releases of the year.",Jordan 4 Retro,sneakers,https://images.stockx.com/images/Air-Jordan-4-Retro-Fear-2024-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/images/Air-Jordan-4-Retro-Fear-2024-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,243.0,2025-02-20T08:06:13Z,192.0,2025-02-25T15:13:37Z,92,270,212.0,204,0.091821,27905,-0.088,386,188,2024-11-16
22,Black Pure Silver,asics-gel-1130-black-pure-silver,ASICS Gel-1130 Black Pure Silver,ASICS,"Initially debuting in 2008, the ASICS Gel-1130 Black Pure Silver sneakers draw inspiration from the design elements of the GEL-KAYANO 14. This lifestyle running sneaker incorporates a variety of advanced materials to achieve a contemporary look and feel, including technology like GEL cushioning and TRUSSTIC support.
<br>
<br>
The Black Pure Silver ASICS Gel-1130 features black and pure silver mesh panels, with a logo patch located on the side. It has a rounded toe and employs a front lace-up fastening for secure closure. It also features polished side stripes and a mesh upper. The design is completed with a chunky rubber sole that offers durability and style.
<br>
<br>
What our experts love about the ASICS Gel-1130 Black Pure Silver is its distinctive retro aesthetics. This sneaker is characterized by its chunky silhouette and the fusion of modern design elements with nostalgic, vintage-inspired style. The sneaker released on 31st May 2023 for $95.",ASICS Gel-1130,sneakers,https://images.stockx.com/images/ASICS-Gel-1130-Black-Pure-Silver-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/images/ASICS-Gel-1130-Black-Pure-Silver-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,144.0,2025-02-25T14:04:46Z,99.0,2025-02-25T06:30:17Z,529,663,99.0,150,0.107911,27834,0.295,506,118,2023-05-31
23,Travis Scott Medium Olive,air-jordan-1-retro-low-og-sp-travis-scott-medium-olive,Jordan 1 Retro Low OG SP Travis Scott Medium Olive,Jordan,"The Jordan 1 Retro Low OG SP Travis Scott Medium Olive continues the highly coveted collaboration between Jordan Brand and Travis Scott, offering sneakerheads a fresh take on a classic silhouette. Dressed in a striking colorway of medium olive, black, sail, and muslin, this low-top design is instantly recognizable with its iconic reverse swoosh, a signature element of the Travis Scott x Jordan partnership. The premium leather and suede construction provides a tactile contrast, while the standout red Jordan wings logo on the heel and the Cactus Jack branding on the medial side elevate the sneaker’s distinctive style.<br><br>Travis Scott’s collaboration with Jordan has had an undeniable influence on sneaker culture, making each new release a must-have for collectors. The reverse swoosh, initially introduced with the first collaboration, has become synonymous with the Travis Scott brand, and this Jordan 1 Low model amplifies that signature aesthetic. Alongside the bold swoosh, other details like the sail midsole, muslin accents, and custom Travis Scott logos give the sneaker a blend of vintage appeal and modern streetwear edge, making it a versatile option for any look.<br><br>Released on September 28, 2024, the Jordan 1 Retro Low OG SP Travis Scott Medium Olive retailed at $150. This medium olive, black, sail, and muslin colorway continues to build on the legacy of the Jordan x Travis Scott collaboration, offering a sneaker that is a key piece of today’s sneaker fashion. Whether you're a dedicated Jordan collector or a fan of streetwear culture, this release is sure to make a statement.",Jordan 1 Retro Low OG SP,sneakers,https://images.stockx.com/images/Air-Jordan-1-Retro-Low-OG-SP-Medium-Olive-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/images/Air-Jordan-1-Retro-Low-OG-SP-Medium-Olive-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,567.0,2025-02-25T06:31:46Z,428.0,2025-02-25T06:11:15Z,28,128,564.0,489,0.11682,26782,2.167,97,454,2024-09-28
24,Black Castlerock Grey,new-balance-9060-black-castlerock-grey,New Balance 9060 Black Castlerock Grey,New Balance,"The New Balance 9060 Black Castlerock Grey was inspired by a 90s model and comes in a grey, black, and red colorway.
<br>
<br>
This Black New Balance 9060 sneaker consists of a black mesh base with monochromatic pigskin suede and leather overlays. The shoe is designed with ""N"" branding on the side panel, a plush tongue, and flat laces. The model has a CR device at the heel. The design is completed by a chunky, dual-density midsole equipped with ABZORB and SBS cushioning.
<br>
<br>
The New Balance 9060 Black Castlerock Grey was released on September 2nd, 2022, at a retail price of $150.",New Balance 9060,sneakers,https://images.stockx.com/images/New-Balance-9060-Black-Castlerock-Grey-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/images/New-Balance-9060-Black-Castlerock-Grey-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,177.0,2025-02-19T02:07:10Z,130.0,2025-02-25T07:56:15Z,34,753,140.0,132,0.063722,26007,-0.1,142,129,2022-09-02
25,Space Jam,air-jordan-11-retro-low-space-jam,Jordan 11 Retro Low Space Jam,Jordan,"Introducing the Air Jordan 11 Retro Low 'Space Jam', an iconic silhouette that brings the nostalgia of 1996 straight to the streets.  These sneakers are a modern twist on a classic, combining historical significance with contemporary style. The sneaker integrates the cherished Space Jam colorway, traditionally seen on higher-cut models, onto the Jordan 11 Low for the first time, making it a groundbreaking release for collectors and new fans alike.<br><br>This rendition of the Jordan 11 Low features a sleek black upper composed of high-quality patent leather and ballistic mesh, perfectly complementing the Varsity Royal accents that can be found on the iconic Jumpman logo & portions of the outsole. Contrasted with a crisp white midsole and a translucent outsole, the design maintains the aesthetic integrity of the original high-top version. This shoe celebrates Michael Jordan's larger-than-life influence both on and off the court.<br><br>Released on May 18, 2024, at a retail price of $190, the 'Space Jam' Jordan 11 Retro Low is a piece of basketball heritage. As it hits the shelves, it brings with it stories of victories, cultural moments, and a legacy of innovation. Whether stepping out on the court or walking the streets, these sneakers offer a timeless style combined with unmatched comfort. Don’t miss out on owning a piece of history with the Jordan 11 Retro Low 'Space Jam', a must-have for sneaker enthusiasts around the globe.",Jordan 11 Retro Low,sneakers,https://images.stockx.com/images/Air-Jordan-11-Retro-Low-Space-Jam-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/images/Air-Jordan-11-Retro-Low-Space-Jam-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,221.0,2025-02-25T04:00:57Z,233.0,2025-02-25T06:03:52Z,6,58,233.0,191,0.06315,25590,0.368,45,249,2024-05-18
26,Salt,adidas-yeezy-slide-salt,adidas Yeezy Slide Salt,adidas,"Enter the realm of sleek minimalism with the adidas Yeezy Slide Salt, a silhouette that redefines casual footwear. Embracing a monochromatic salt hue, this slide is a testament to the idea that true sophistication lies in simplicity. Designed with a smooth, seamless construction, the Yeezy Slide Salt offers an uncluttered, organic aesthetic that's as tranquil as its namesake.<br><br>The Yeezy Slide in Salt is crafted from a unique foam compound that blends lightweight comfort with durability, these slides are tailored for the trendsetters who seek to merge their laid-back lifestyles with high-fashion sensibilities. The soft, cushioned footbed conforms to your foot, making every step feel like a cloud—a testament to adidas and Yeezy's pursuit of innovation in comfort and design.<br><br>Having graced the market on March 15, 2024, and with a price tag of $70, the adidas Yeezy Slide Salt swiftly became the go-to choice for those who covet a fusion of luxe and leisure. Its release is celebrated as the moment when adidas and Yeezy once again elevated the everyday to the extraordinary. For the aficionados of minimalist chic, the adidas Yeezy Slide Salt has set a new benchmark in effortless style.",adidas Yeezy Slide,sneakers,https://images.stockx.com/images/adidas-Yeezy-Slide-Salt-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/images/adidas-Yeezy-Slide-Salt-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,91.0,2025-02-25T13:03:45Z,95.0,2025-02-25T07:01:43Z,14,125,128.0,86,0.110763,23623,0.357,48,91,2024-03-15
27,Chestnut (Women's),ugg-tasman-slipper-chestnut-w,UGG Tasman Slipper Chestnut (Women's),UGG,"The UGG Tasman Slipper Chestnut W has become one of the classic colorways of the Australian brand's slippers.
<br>
<br>
 This Tasman Slipper for women construction features a combination of a foam footbed and Tread-lite outsole that is meant to provide a long-lasting fabrication. The UGG branding logo appears on the slipper’s upper. The Chestnut colored UGGs also feature the Tasman braid that is embroidered along its lining. To complete the design are the upcycled wool and the lyocell insole.
<br>
<br>
The UGG Tasman Slipper Chestnut W made its debut on the market in November 2021, with an original retail price of $100.",UGG Tasman Slipper,sneakers,https://images.stockx.com/images/UGG-Tasman-Slipper-Chestnut-W-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/images/UGG-Tasman-Slipper-Chestnut-W-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,65.0,2025-02-21T03:47:35Z,88.0,2025-02-25T07:57:02Z,13,165,106.0,108,0.085229,23461,-0.05,84,91,2021-11-01
28,Cream Black Metallic Plum,asics-gel-kayano-14-cream-black-metallic-plum,ASICS Gel-Kayano 14 Cream Black Metallic Plum,ASICS,"The ASICS Gel-Kayano 14 Cream Black Metallic Plum is a running shoe that was released as part of the ASICS Gel-Kayano series.
<br>
<br>
The upper of the Cream Black Metallic Plum ASICS Gel-Kayano 14 is crafted with a combination of leather and mesh materials, offering both durability and breathability. The shoe comes in a cream-and-black colorway and has a traditional lace-up closure that ensures a snug and secure fit. The outsole features a vertical flex groove that enables the foot to move more naturally, reducing stress on the foot and the potential for injury.
<br>
<br>
We think that one of the most notable features of the ASICS Gel-Kayano 14 Cream Black Metallic Plum is the dynamic DuoMax support system on the sole. This system provides stability and support for the foot, reducing pronation and enhancing the overall efficiency of your stride. The Gel technology used in the heel of the shoe also provides additional cushioning to absorb impact and help prevent injuries and fatigue. The sneaker was released on May 30th, 2023, at a retail price of $150.",ASICS Gel-Kayano 14,sneakers,https://images.stockx.com/images/ASICS-Gel-Kayano-14-Cream-Black-Metallic-Plum-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/images/ASICS-Gel-Kayano-14-Cream-Black-Metallic-Plum-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,191.0,2025-02-25T06:03:54Z,188.0,2025-02-25T12:58:21Z,11,57,208.0,173,0.100992,23091,0.33,125,191,2023-05-30
29,Rain Cloud Grey,new-balance-9060-rain-cloud-grey,New Balance 9060 Rain Cloud Grey,New Balance,"The New Balance 9060 Rain Cloud Grey takes on an early 2000s design by the American brand.
<br>
<br>
The sneaker displays tones of grey and off-white. It features a mixed-material upper that combines pigskin suede overlays with mesh, and the ""N"" emblem is accented with multiple silver details. The medial logo has a deconstructed appearance made up of parallel lines, while the""N"" is solid on the lateral. The dual-density midsole, which sits on top of the diamond-shaped outsole, combines SBS cushioning and ABZORB technology.
<br>
<br>
The New Balance 9060 Rain Cloud Grey debuted on September 2nd, 2022, and originally retailed at $150.",New Balance 9060,sneakers,https://images.stockx.com/images/New-Balance-9060-Rain-Cloud-Grey-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/images/New-Balance-9060-Rain-Cloud-Grey-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,112.0,2025-02-25T06:36:49Z,124.0,2025-02-21T17:36:53Z,28,113,132.0,120,0.048798,22190,-0.187,106,117,2022-09-02
30,Bone,adidas-yeezy-boost-350-v2-bone,adidas Yeezy Boost 350 V2 Bone,adidas,"The adidas Yeezy Boost 350 V2 Bone features a triple white Primeknit upper with mesh side stripes and canvas heel tabs. At the base, a semi-translucent sole with Boost technology completes the design.
<br>
<br>
The adidas Yeezy Boost 350 V2 Bone released in March of 2022 and retailed for $230.",adidas Yeezy Boost 350 V2,sneakers,https://images.stockx.com/images/adidas-Yeezy-Boost-350-V2-Pure-Oat-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/images/adidas-Yeezy-Boost-350-V2-Pure-Oat-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,227.0,2025-02-25T06:16:32Z,169.0,2025-02-25T08:30:17Z,9,260,173.0,188,0.196579,22006,-0.374,166,138,2022-03-21
